term,name,district,party,counties,image_link,senator_link,position,resigned,died_in_office,elected
2000-2002,"Constantine, Lee",9,Republican,Consisted of Parts of Orange and Seminole county,https://www.flsenate.gov/PublishedContent/Senators/2000-2002/Photos/S09_4485_Thumbnail.jpg,https://www.flsenate.gov/Senators/2000-2002/S9/4485,,,,
2000-2002,"Cowin, Anna P.",11,Republican,"Consisted of Lake and parts of Citrus, Marion, Seminole and Sumter county",https://www.flsenate.gov/PublishedContent/Senators/2000-2002/Photos/S11_4573_Thumbnail.jpg,https://www.flsenate.gov/Senators/2000-2002/S11/4573,,,,
2000-2002,"Crist, Victor D.",13,Republican,Consisted of Parts of Hillsborough and Pasco county,https://www.flsenate.gov/PublishedContent/Senators/2000-2002/Photos/S13_4492_Thumbnail.jpg,https://www.flsenate.gov/Senators/2000-2002/S13/4492,,,,
2000-2002,"Dawson, M. Mandy",30,Democrat,Consisted of Parts of Broward and Palm Beach county,https://www.flsenate.gov/PublishedContent/Senators/2000-2002/Photos/S30_4605_Thumbnail.jpg,https://www.flsenate.gov/Senators/2000-2002/S30/4605,,,,
2000-2002,"Diaz de la Portilla, Alex",34,Republican,Consisted of Part of Dade county,https://www.flsenate.gov/PublishedContent/Senators/2000-2002/Photos/S34_4649_Thumbnail.jpg,https://www.flsenate.gov/Senators/2000-2002/S34/4649,,,,
2000-2002,"Dyer, John H. ""Buddy""",14,Democrat,Consisted of Parts of Orange and Seminole county,https://www.flsenate.gov/PublishedContent/Senators/2000-2002/Photos/S14_4463_Thumbnail.jpg,https://www.flsenate.gov/Senators/2000-2002/S14/4463,,,,
2000-2002,"Futch, Howard E. ",18,Republican,Consisted of Parts of Brevard and Osceola county,https://www.flsenate.gov/PublishedContent/Senators/2000-2002/Photos/S18_4727_Thumbnail.jpg,https://www.flsenate.gov/Senators/2000-2002/S18/4727,,,, 8/21/2001
2000-2002,"Garcia, Rudy",39,Republican,Consisted of Part of Dade county,https://www.flsenate.gov/PublishedContent/Senators/2000-2002/Photos/S39_4322_Thumbnail.jpg,https://www.flsenate.gov/Senators/2000-2002/S39/4322,,,,
2000-2002,"Geller, Steven A.",29,Democrat,"Consisted of Hendry, and parts of Broward, Collier and Palm Beach county",https://www.flsenate.gov/PublishedContent/Senators/2000-2002/Photos/S29_4598_Thumbnail.jpg,https://www.flsenate.gov/Senators/2000-2002/S29/4598,,,,
2000-2002,"Holzendorf, Betty S.",2,Democrat,"Consisted of Parts of Alachua, Clay, Duval, Putnam and St. Johns county",https://www.flsenate.gov/PublishedContent/Senators/2000-2002/Photos/S02_4375_Thumbnail.jpg,https://www.flsenate.gov/Senators/2000-2002/S2/4375,,,,
2000-2002,"Horne, Jim ",6,Republican,"Consisted of Parts of Clay, Duval and St. Johns county",https://www.flsenate.gov/PublishedContent/Senators/2000-2002/Photos/S06_4510_Thumbnail.jpg,https://www.flsenate.gov/Senators/2000-2002/S6/4510,, 6/30/2001,,
2000-2002,"Jones, Daryl L.",40,Democrat,Consisted of Monroe and part of Dade county,https://www.flsenate.gov/PublishedContent/Senators/2000-2002/Photos/S40_4420_Thumbnail.jpg,https://www.flsenate.gov/Senators/2000-2002/S40/4420,,,,
2000-2002,"King, James E. ""Jim"" , Jr.",8,Republican,"Consisted of Flager and parts of Duval, Marion, St. Johns and Volusia county",https://www.flsenate.gov/PublishedContent/Senators/2000-2002/Photos/S08_4641_Thumbnail.jpg,https://www.flsenate.gov/Senators/2000-2002/S8/4641,Majority (Republican) Leader,,,
2000-2002,"Klein, Ron",28,Democrat,Consisted of Parts of Broward and Palm Beach county,https://www.flsenate.gov/PublishedContent/Senators/2000-2002/Photos/S28_4575_Thumbnail.jpg,https://www.flsenate.gov/Senators/2000-2002/S28/4575,,,,
2000-2002,"Latvala, Jack",19,Republican,Consisted of Parts of Pasco and Pinellas county,https://www.flsenate.gov/PublishedContent/Senators/2000-2002/Photos/S19_4514_Thumbnail.jpg,https://www.flsenate.gov/Senators/2000-2002/S19/4514,,,,
2000-2002,"Laurent, John F.",17,Republican,"Consisted of Parts of Highlands, Okeechobee and Polk county",https://www.flsenate.gov/PublishedContent/Senators/2000-2002/Photos/S17_4597_Thumbnail.jpg,https://www.flsenate.gov/Senators/2000-2002/S17/4597,,,,
2000-2002,"Lawson, Alfred ""Al"" , Jr.",3,Democrat,"Consisted of Calhoun, Franklin, Gadsden, Gulf, Jackson, Liberty, Wakulla, parts of Bay, Jefferson, Leon and Madison county",https://www.flsenate.gov/PublishedContent/Senators/2000-2002/Photos/S03_4292_Thumbnail.jpg,https://www.flsenate.gov/Senators/2000-2002/S3/4292,,,,
2000-2002,"Lee, Tom",23,Republican,Consisted of Parts of Hillsborough and Polk county,https://www.flsenate.gov/PublishedContent/Senators/2000-2002/Photos/S23_4574_Thumbnail.jpg,https://www.flsenate.gov/Senators/2000-2002/S23/4574,,,,
2000-2002,"McKay, John M. ",26,Republican,"Consisted of Desoto, Hardee and parts of Highlands, Manatee and Sarasota county",https://www.flsenate.gov/PublishedContent/Senators/2000-2002/Photos/S26_4418_Thumbnail.jpg,https://www.flsenate.gov/Senators/2000-2002/S26/4418,President,,,
2000-2002,"Meek, Kendrick",36,Democrat,Consisted of Part of Dade county,https://www.flsenate.gov/PublishedContent/Senators/2000-2002/Photos/S36_4614_Thumbnail.jpg,https://www.flsenate.gov/Senators/2000-2002/S36/4614,,,,
2000-2002,"Miller, Lesley ""Les""",21,Democrat,"Consisted of Parts of Hillsborough, Manatee and Pinellas county",https://www.flsenate.gov/PublishedContent/Senators/2000-2002/Photos/S21_4462_Thumbnail.jpg,https://www.flsenate.gov/Senators/2000-2002/S21/4462,,,,
2000-2002,"Mitchell, Richard",4,Democrat,"Consisted of Baker, Dixie, Gilchrist, Hamilton, Lafayette, Nassau, Taylor and parts of Alachua, Bradford, Citrus, Columbia, Jefferson, Leon, Levy, Madison, Marion, Suwannee and Union county",https://www.flsenate.gov/PublishedContent/Senators/2000-2002/Photos/S04_4602_Thumbnail.jpg,https://www.flsenate.gov/Senators/2000-2002/S4/4602,,,,
2000-2002,"Peaden, Durell , Jr.",1,Republican,"Consisted of Holmes, Washington, and parts of Bay, Escambia, Okaloosa, Santa Rosa and Walton county",https://www.flsenate.gov/PublishedContent/Senators/2000-2002/Photos/S01_4527_Thumbnail.jpg,https://www.flsenate.gov/Senators/2000-2002/S1/4527,,,,
2000-2002,"Posey, Bill",15,Republican,"Consisted of Parts of Brevard, Indian River and St. Lucie county",https://www.flsenate.gov/PublishedContent/Senators/2000-2002/Photos/S15_4484_Thumbnail.jpg,https://www.flsenate.gov/Senators/2000-2002/S15/4484,,,,
2000-2002,"Pruitt, Ken",27,Republican,"Consisted of Parts of Indian River, Martin, Palm Beach and St. Lucie county",https://www.flsenate.gov/PublishedContent/Senators/2000-2002/Photos/S27_4407_Thumbnail.jpg,https://www.flsenate.gov/Senators/2000-2002/S27/4407,,,,
2000-2002,"Rossin, Tom ",35,Democrat,"Consisted of Glades, and parts of Charlotte, Lee, Martin, Okeechobee and Palm Beach county",https://www.flsenate.gov/PublishedContent/Senators/2000-2002/Photos/S35_4512_Thumbnail.jpg,https://www.flsenate.gov/Senators/2000-2002/S35/4512,Minority (Democratic) Leader,,,
2000-2002,"Sanderson, Debby P.",31,Republican,Consisted of Parts of Broward and Palm Beach county,https://www.flsenate.gov/PublishedContent/Senators/2000-2002/Photos/S31_4304_Thumbnail.jpg,https://www.flsenate.gov/Senators/2000-2002/S31/4304,,,,
2000-2002,"Saunders, Burt L.",25,Republican,Consisted of Parts of Collier and Lee county,https://www.flsenate.gov/PublishedContent/Senators/2000-2002/Photos/S25_4606_Thumbnail.jpg,https://www.flsenate.gov/Senators/2000-2002/S25/4606,,,,
2000-2002,"Sebesta, Jim",20,Republican,Consisted of Parts of Hillsborough and Pinellas county,https://www.flsenate.gov/PublishedContent/Senators/2000-2002/Photos/S20_4615_Thumbnail.jpg,https://www.flsenate.gov/Senators/2000-2002/S20/4615,,,,
2000-2002,"Silver, Ronald A.",38,Democrat,Consisted of Part of Dade county,https://www.flsenate.gov/PublishedContent/Senators/2000-2002/Photos/S38_4221_Thumbnail.jpg,https://www.flsenate.gov/Senators/2000-2002/S38/4221,,,,
2000-2002,"Smith, Rod",5,Democrat,"Consisted of Parts of Alachua, Bradford, Clay, Columbia, Levy, Marion, Putnam, Suwannee and Union county",https://www.flsenate.gov/PublishedContent/Senators/2000-2002/Photos/S05_4724_Thumbnail.jpg,https://www.flsenate.gov/Senators/2000-2002/S5/4724,,,,
2000-2002,"Sullivan, Donald C. ""Don""",22,Republican,Consisted of Part of Pinellas county,https://www.flsenate.gov/PublishedContent/Senators/2000-2002/Photos/S22_4433_Thumbnail.jpg,https://www.flsenate.gov/Senators/2000-2002/S22/4433,,,,
2000-2002,"Villalobos, J. Alex",37,Republican,Consisted of Part of Dade county,https://www.flsenate.gov/PublishedContent/Senators/2000-2002/Photos/S37_4483_Thumbnail.jpg,https://www.flsenate.gov/Senators/2000-2002/S37/4483,,,,
2000-2002,"Wasserman Schultz, Debbie",32,Democrat,Consisted of Parts of Broward and Dade county,https://www.flsenate.gov/PublishedContent/Senators/2000-2002/Photos/S32_4487_Thumbnail.jpg,https://www.flsenate.gov/Senators/2000-2002/S32/4487,,,,
2000-2002,"Webster, Daniel",12,Republican,"Consisted of Parts of Orange, Osceola, Seminole and Volusia county",https://www.flsenate.gov/PublishedContent/Senators/2000-2002/Photos/S12_4607_Thumbnail.jpg,https://www.flsenate.gov/Senators/2000-2002/S12/4607,,,,
1998-2000,"Bankhead, William G. ""Bill"" ",8,Republican,"Consisted of Flagler and parts of Duval, Marion, St. Johns and Volusia county",https://www.flsenate.gov/PublishedContent/Senators/1998-2000/Photos/S08_4191_Thumbnail.jpg,https://www.flsenate.gov/Senators/1998-2000/S8/4191,, 1/13/1999,,
1998-2000,"Bronson, Charles H.",18,Republican,Consisted of Parts of Brevard and Osceola county,https://www.flsenate.gov/PublishedContent/Senators/1998-2000/Photos/S18_4515_Thumbnail.jpg,https://www.flsenate.gov/Senators/1998-2000/S18/4515,,,,
1998-2000,"Brown-Waite, Ginny",10,Republican,"Consisted of Hernando and parts of Pasco, Polk and Sumter county",https://www.flsenate.gov/PublishedContent/Senators/1998-2000/Photos/S10_4430_Thumbnail.jpg,https://www.flsenate.gov/Senators/1998-2000/S10/4430,,,,
1998-2000,"Burt, Locke",16,Republican,Consisted of Part of Volusia county,https://www.flsenate.gov/PublishedContent/Senators/1998-2000/Photos/S16_4450_Thumbnail.jpg,https://www.flsenate.gov/Senators/1998-2000/S16/4450,,,,
1998-2000,"Campbell, Walter G. ""Skip""",33,Democrat,Consisted of Parts of Broward county,https://www.flsenate.gov/PublishedContent/Senators/1998-2000/Photos/S33_4576_Thumbnail.jpg,https://www.flsenate.gov/Senators/1998-2000/S33/4576,,,,
1998-2000,"Carlton, Lisa",24,Republican,"Consisted of Parts of Charlotte, Lee and Sarasota county",https://www.flsenate.gov/PublishedContent/Senators/1998-2000/Photos/S24_4604_Thumbnail.jpg,https://www.flsenate.gov/Senators/1998-2000/S24/4604,,,,
1998-2000,"Casas, Roberto",39,Republican,Consisted of Part of Dade county,https://www.flsenate.gov/PublishedContent/Senators/1998-2000/Photos/S39_4269_Thumbnail.jpg,https://www.flsenate.gov/Senators/1998-2000/S39/4269,,,,
1998-2000,"Childers, W.D.",1,Republican,"Consisted of Holmes, Washington, parts of Bay, Escambia, Okaloosa, Santa Rosa and Walton county",https://www.flsenate.gov/PublishedContent/Senators/1998-2000/Photos/S01_4003_Thumbnail.jpg,https://www.flsenate.gov/Senators/1998-2000/S1/4003,,,,
1998-2000,"Clary, Charlie",7,Republican,"Consisted of Parts of Bay, Escambia, Okaloosa, Santa Rosa and Walton county",https://www.flsenate.gov/PublishedContent/Senators/1998-2000/Photos/S07_4572_Thumbnail.jpg,https://www.flsenate.gov/Senators/1998-2000/S7/4572,,,,
1998-2000,"Cowin, Anna P.",11,Republican,"Consisted of Lake and parts of Citrus, Marion, Seminole and Sumter county",https://www.flsenate.gov/PublishedContent/Senators/1998-2000/Photos/S11_4573_Thumbnail.jpg,https://www.flsenate.gov/Senators/1998-2000/S11/4573,,,,
1998-2000,"Dawson, M. Mandy",30,Democrat,Consisted of Parts of Broward and Palm Beach county,https://www.flsenate.gov/PublishedContent/Senators/1998-2000/Photos/S30_4605_Thumbnail.jpg,https://www.flsenate.gov/Senators/1998-2000/S30/4605,,,,
1998-2000,"Diaz de la Portilla, Alex ",34,Republican,Consisted of Part of Dade county,https://www.flsenate.gov/PublishedContent/Senators/1998-2000/Photos/S34_4649_Thumbnail.jpg,https://www.flsenate.gov/Senators/1998-2000/S34/4649,,,, 1/25/2000
1998-2000,"Diaz-Balart, Mario",37,Republican,Consisted of Part of Dade county,https://www.flsenate.gov/PublishedContent/Senators/1998-2000/Photos/S37_4377_Thumbnail.jpg,https://www.flsenate.gov/Senators/1998-2000/S37/4377,,,,
1998-2000,"Dyer, John H. ""Buddy"" ",14,Democrat,Consisted of Parts of Orange and Seminole county,https://www.flsenate.gov/PublishedContent/Senators/1998-2000/Photos/S14_4463_Thumbnail.jpg,https://www.flsenate.gov/Senators/1998-2000/S14/4463,Minority (Democratic) Leader,,,
1998-2000,"Forman, Howard C.",32,Democrat,Consisted of Parts of Broward and Dade county,https://www.flsenate.gov/PublishedContent/Senators/1998-2000/Photos/S32_4381_Thumbnail.jpg,https://www.flsenate.gov/Senators/1998-2000/S32/4381,,,,
1998-2000,"Geller, Steven A.",29,Democrat,"Consisted of Hendry, and parts of Broward, Collier and Palm Beach county",https://www.flsenate.gov/PublishedContent/Senators/1998-2000/Photos/S29_4598_Thumbnail.jpg,https://www.flsenate.gov/Senators/1998-2000/S29/4598,,,,
1998-2000,"Grant, John A.",13,Republican,Consisted of Parts of Hillsborough and Pasco county,https://www.flsenate.gov/PublishedContent/Senators/1998-2000/Photos/S13_4248_Thumbnail.jpg,https://www.flsenate.gov/Senators/1998-2000/S13/4248,,,,
1998-2000,"Hargrett, James T. ""Jim""",21,Democrat,"Consisted of Parts of Hillsborough, Manatee and Pinellas county",https://www.flsenate.gov/PublishedContent/Senators/1998-2000/Photos/S21_4288_Thumbnail.jpg,https://www.flsenate.gov/Senators/1998-2000/S21/4288,,,,
1998-2000,"Holzendorf, Betty S.",2,Democrat,"Consisted of Parts of Alachua, Clay, Duval, Putnam and St. Johns county",https://www.flsenate.gov/PublishedContent/Senators/1998-2000/Photos/S02_4375_Thumbnail.jpg,https://www.flsenate.gov/Senators/1998-2000/S2/4375,,,,
1998-2000,"Horne, Jim",6,Republican,"Consisted of Parts of Clay, Duval and St. Johns county",https://www.flsenate.gov/PublishedContent/Senators/1998-2000/Photos/S06_4510_Thumbnail.jpg,https://www.flsenate.gov/Senators/1998-2000/S6/4510,,,,
1998-2000,"Jennings, Toni ",9,Republican,Consisted of Parts of Orange and Seminole county,https://www.flsenate.gov/PublishedContent/Senators/1998-2000/Photos/S09_4165_Thumbnail.jpg,https://www.flsenate.gov/Senators/1998-2000/S9/4165,President,,,
1998-2000,"Jones, Daryl L.",40,Democrat,Consisted of Monroe and part of Dade county,https://www.flsenate.gov/PublishedContent/Senators/1998-2000/Photos/S40_4420_Thumbnail.jpg,https://www.flsenate.gov/Senators/1998-2000/S40/4420,,,,
1998-2000,"Kirkpatrick, George Grier",5,Republican,"Consisted of Parts of Alachua, Bradford, Clay, Columbia, Levy, Marion, Putnam, Suwannee and Union county",https://www.flsenate.gov/PublishedContent/Senators/1998-2000/Photos/S05_4253_Thumbnail.jpg,https://www.flsenate.gov/Senators/1998-2000/S5/4253,,,,
1998-2000,"Klein, Ron",28,Democrat,Consisted of Parts of Broward and Palm Beach county,https://www.flsenate.gov/PublishedContent/Senators/1998-2000/Photos/S28_4575_Thumbnail.jpg,https://www.flsenate.gov/Senators/1998-2000/S28/4575,,,,
1998-2000,"Kurth, Patsy Ann",15,Democrat,"Consisted of Parts of Brevard, Indian River and St. Lucie county",https://www.flsenate.gov/PublishedContent/Senators/1998-2000/Photos/S15_4412_Thumbnail.jpg,https://www.flsenate.gov/Senators/1998-2000/S15/4412,,,,
1998-2000,"Latvala, Jack ",19,Republican,Consisted of Parts of Pasco and Pinellas county,https://www.flsenate.gov/PublishedContent/Senators/1998-2000/Photos/S19_4514_Thumbnail.jpg,https://www.flsenate.gov/Senators/1998-2000/S19/4514,Majority (Republican) Leader,,,
1998-2000,"Laurent, John F.",17,Republican,"Consisted of Parts of Highlands, Okeechobee and Polk county",https://www.flsenate.gov/PublishedContent/Senators/1998-2000/Photos/S17_4597_Thumbnail.jpg,https://www.flsenate.gov/Senators/1998-2000/S17/4597,,,,
1998-2000,"Lee, Tom",23,Republican,Consisted of Parts of Hillsborough and Polk county,https://www.flsenate.gov/PublishedContent/Senators/1998-2000/Photos/S23_4574_Thumbnail.jpg,https://www.flsenate.gov/Senators/1998-2000/S23/4574,,,,
1998-2000,"McKay, John M.",26,Republican,"Consisted of Desoto, Hardee and parts of Highlands, Manatee and Sarasota county",https://www.flsenate.gov/PublishedContent/Senators/1998-2000/Photos/S26_4418_Thumbnail.jpg,https://www.flsenate.gov/Senators/1998-2000/S26/4418,,,,
1998-2000,"Meek, Kendrick",36,Democrat,Consisted of Part of Dade county,https://www.flsenate.gov/PublishedContent/Senators/1998-2000/Photos/S36_4614_Thumbnail.jpg,https://www.flsenate.gov/Senators/1998-2000/S36/4614,,,,
1998-2000,"Mitchell, Richard",4,Democrat,"Consisted of Baker, Dixie, Gilchrist, Hamilton, Lafayette, Nassau, Taylor and parts of Alachua, Bradford, Citrus, Columbia, Jefferson, Leon, Levy, Madison, Marion, Suwannee and Union county",https://www.flsenate.gov/PublishedContent/Senators/1998-2000/Photos/S04_4602_Thumbnail.jpg,https://www.flsenate.gov/Senators/1998-2000/S4/4602,,,,
1998-2000,"Myers, William G. ""Doc"" ",27,Republican,"Consisted of Parts of Indian River, Martin, Palm Beach and St. Lucie county",https://www.flsenate.gov/PublishedContent/Senators/1998-2000/Photos/S27_4215_Thumbnail.jpg,https://www.flsenate.gov/Senators/1998-2000/S27/4215,President Pro Tempore,,,
1998-2000,"Rossin, Tom",35,Democrat,"Consisted of Glades, and parts of Charlotte, Lee, Martin, Okeechobee and Palm Beach county",https://www.flsenate.gov/PublishedContent/Senators/1998-2000/Photos/S35_4512_Thumbnail.jpg,https://www.flsenate.gov/Senators/1998-2000/S35/4512,,,,
1998-2000,"Saunders, Burt L.",25,Republican,Consisted of Parts of Collier and Lee county,https://www.flsenate.gov/PublishedContent/Senators/1998-2000/Photos/S25_4606_Thumbnail.jpg,https://www.flsenate.gov/Senators/1998-2000/S25/4606,,,,
1998-2000,"Scott, James A. ""Jim""",31,Republican,Consisted of Parts of Broward and Palm Beach county,https://www.flsenate.gov/PublishedContent/Senators/1998-2000/Photos/S31_4176_Thumbnail.jpg,https://www.flsenate.gov/Senators/1998-2000/S31/4176,,,,
1998-2000,"Sebesta, Jim",20,Republican,Consisted of Parts of Hillsborough and Pinellas county,https://www.flsenate.gov/PublishedContent/Senators/1998-2000/Photos/S20_4615_Thumbnail.jpg,https://www.flsenate.gov/Senators/1998-2000/S20/4615,,,,
1998-2000,"Silver, Ronald A.",38,Democrat,Consisted of Part of Dade county,https://www.flsenate.gov/PublishedContent/Senators/1998-2000/Photos/S38_4221_Thumbnail.jpg,https://www.flsenate.gov/Senators/1998-2000/S38/4221,,,,
1998-2000,"Sullivan, Donald C. ""Don""",22,Republican,Consisted of Part of Pinellas county,https://www.flsenate.gov/PublishedContent/Senators/1998-2000/Photos/S22_4433_Thumbnail.jpg,https://www.flsenate.gov/Senators/1998-2000/S22/4433,,,,
1998-2000,"Thomas, Pat ",3,Democrat,"Consisted of Calhoun, Franklin, Gadsden, Gulf, Jackson, Liberty, Wakulla, parts of Bay, Jefferson, Leon and Madison county",https://www.flsenate.gov/PublishedContent/Senators/1998-2000/Photos/S03_4087_Thumbnail.jpg,https://www.flsenate.gov/Senators/1998-2000/S3/4087,,, 6/21/2000,
1998-2000,"Webster, Daniel",12,Republican,"Consisted of Parts of Orange, Osceola, Seminole and Volusia county",https://www.flsenate.gov/PublishedContent/Senators/1998-2000/Photos/S12_4607_Thumbnail.jpg,https://www.flsenate.gov/Senators/1998-2000/S12/4607,,,,
